source	issueHash	relation	canonicalFamily	familyKey	duplicateOf	knownFixesStatus	classification	recommendedAction	rowUserHitLikelihoodScore	rowUserHitLikelihoodConfidence	rowScoreStatus	familyPriorityScore	familyPrioritySourceHash	highPriority	seed	transport	actionProfile	extraCollaborators	scoreBasis	scoreNormalizationNote	userHitLikelihoodBasis	result	summary	rootCauseHypothesis	evidence	evidenceAbs	sourceRunDir	sourceResultPath	needsReplay	branch	head	base	tags
known-fixes-all-issues-ledger-20260514T202103Z	b946488b6e6f	type:rtc_save_boundary_title_oscillates_or_regresses_to_stale_value_while_checkpoint_content_persists	rtc_save_boundary_title_oscillates_or_regresses_to_stale_value_while_checkpoint_content_persists	b946488b6e6f		still_live_exact_replay_candidate	likely_real		3	high	provisional	4	8d5d41406f41	false	964900	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; realistic or repeated reproduction evidence; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 964900 exposes a likely real RTC save-boundary coherence bug, but the first-tier claim of a permanently wrong persisted title is stronger than the current evidence supports. The best-supported reading is a visible post-save title oscillation/regression to a stale pre-checkpoint value while checkpoint body markers and persisted CRDT state remain forward, pointing to an editor/core-data save/refetch merge problem rather than total save loss.		all-issues-replay-20260513/1008-seed-964900-b946488b6e6f/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1008-seed-964900-b946488b6e6f/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z/.triage-watcher/deep-analysis-tier/signatures/b946488b6e6f/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,persistence,title,body-content,crdt-meta,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	76fb638758d7	type:rtc_save_causes_cross_client_top_level_block_order_divergence	rtc_save_causes_cross_client_top_level_block_order_divergence	76fb638758d7		pending_manual_reconstruction_missing_seed	likely_real	prioritize_deep_triage	2	low	provisional	2	76fb638758d7	false		ws	default	0	carried_forward_missing_replay_seed		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; realistic or repeated reproduction evidence; harness/fault/timing caveat	No known-fixes branch replay evidence yet; previous likelihood is carried forward and must be updated after replay.	A no-fault WS collaboration run diverged after save: one client showed the new paragraph block prepended while another kept it after the tail paragraph, and the sampled page never observed a non-null persisted `_crdt_document` during the convergence window.		/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-revision-persistence-gen-9-20260510T135449Z/.triage-watcher/analysis-tier/signatures/76fb638758d7/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-revision-persistence-gen-9-20260510T135449Z/.triage-watcher/analysis-tier/signatures/76fb638758d7/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-revision-persistence-gen-9-20260510T135449Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-revision-persistence-gen-9-20260510T135449Z/.triage-watcher/analysis-tier/signatures/76fb638758d7/result.json	true	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,persistence,body-content,crdt-meta,nonconvergence,block-order-move,insert-delete,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	d6ce96497992	type:rtc_save_checkpoint_blocks_disappear_after_formatted_paragraph_edit	rtc_save_checkpoint_blocks_disappear_after_formatted_paragraph_edit	d6ce96497992		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	2	medium	provisional	3	d6ce96497992	false	964891	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	After a successful prior checkpoint and a converged `edit-formatted-paragraph-at-cursor` step, the second save checkpoint updates the title but the saver page's block tree collapses, causing the new checkpoint paragraph marker to disappear and the editor body to go effectively empty.		all-issues-replay-20260513/1001-seed-964891-d6ce96497992/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1001-seed-964891-d6ce96497992/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z/.triage-watcher/analysis-tier/signatures/d6ce96497992/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,title,body-content,insert-delete,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	c775cfd47904	type:rtc_save_checkpoint_content_loss_empty_block_tree_on_one_peer	rtc_save_checkpoint_content_loss_empty_block_tree_on_one_peer	c775cfd47904		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	2	medium	provisional	2	c775cfd47904	false	963906	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 963906 appears to be a real RTC save-time correctness bug. After clean convergence through step 5, the final `saveDraft` leaves one peer on the expected 11-block `...5-0-end` document while the other peer collapses to `blocks: []` with the older `...4-1-end` title, so this is a user-visible content-loss divergence rather than a raw-CRDT comparison artifact.		all-issues-replay-20260513/1002-seed-963906-c775cfd47904/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1002-seed-963906-c775cfd47904/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-51-20260512T203718Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-51-20260512T203718Z/.triage-watcher/analysis-tier/signatures/c775cfd47904/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,title,body-content,crdt-meta,nonconvergence,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	fe67e654ee5e	type:rtc_save_checkpoint_never_settles_after_successful_persist	rtc_save_checkpoint_never_settles_after_successful_persist	fe67e654ee5e		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	4	medium	provisional	4	fe67e654ee5e	false	956533	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 956533 appears to hit a real save/checkpoint correctness issue: on the second checkpoint, `savePost()` succeeds and persists the expected step-11 title/content, but the saver page remains stuck in `Saving` and `core/editor.isSavingPost()` does not clear within 15s. This reproduces in the isolated recheck, while a deeper recheck drifts into a downstream empty-block-tree failure from the same broader family.		all-issues-replay-20260513/885-seed-956533-fe67e654ee5e/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/885-seed-956533-fe67e654ee5e/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-17-20260504T165737Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-17-20260504T165737Z/.triage-watcher/analysis-tier/signatures/fe67e654ee5e/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,title,body-content,stuck-saving,rich-text-html,websocket
known-fixes-all-issues-ledger-20260514T202103Z	62c580d69572	type:rtc_save_checkpoint_persists_title_and_crdt_but_reverts_body_content_to_stale_snapshot	rtc_save_checkpoint_persists_title_and_crdt_but_reverts_body_content_to_stale_snapshot	62c580d69572		still_live_exact_replay_candidate	likely_real	normal_deep_triage	4	medium	provisional	4	62c580d69572	false	961571	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; score-5 requires common exposure, realistic repro, and no narrow/harness/fault cap	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 961571 looks like a real RTC save/persistence bug. After five clean collaborative actions, the first checkpoint save returns with the new checkpoint title and non-empty `_crdt_document`, but the post body regresses to an older persisted snapshot that lacks the checkpoint paragraph and Search markers, so the post-save assertion at `collaboration-fuzz.spec.ts:4076` fails.		all-issues-replay-20260513/1005-seed-961571-62c580d69572/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1005-seed-961571-62c580d69572/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-49-20260511T224748Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-49-20260511T224748Z/.triage-watcher/analysis-tier/signatures/62c580d69572/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,persistence,title,body-content,crdt-meta,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	fe24d5cf2382	type:rtc_save_checkpoint_saver_stuck_isSavingPost_after_successful_persist	rtc_save_checkpoint_saver_stuck_isSavingPost_after_successful_persist	fe24d5cf2382		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	1	medium	provisional	3	7e9ac0b002f4	false	959540	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; realistic or repeated reproduction evidence; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat; analysis questions product reality	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	This looks like a real but flaky RTC save-state bug: the checkpoint save persists successfully and the peer page reports the draft saved, but the acting page stays stuck in `Saving` and `saveDraft()` times out waiting for `isSavingPost()` to clear.		all-issues-replay-20260513/1006-seed-959540-fe24d5cf2382/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1006-seed-959540-fe24d5cf2382/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-29-20260507T150228Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-29-20260507T150228Z/.triage-watcher/analysis-tier/signatures/fe24d5cf2382/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,body-content,stuck-saving,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	e2d4a2579265	type:rtc_save_checkpoint_title_entity_divergence_with_downstream_empty_block_tree	rtc_save_checkpoint_title_entity_divergence_with_downstream_empty_block_tree	e2d4a2579265		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	4	medium	provisional	4	e2d4a2579265	false	956520	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; common/default workflow evidence; narrow content, parser, revision, or backend edge path; score-5 requires common exposure, realistic repro, and no narrow/harness/fault cap	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	The surfaced `blocks.length === 0` failure looks downstream. The same seed reproduces earlier, without later faults, as a save-checkpoint bug where the visible collaborative state advances to step-5 markers but the saver tab's `core/editor` title/entity state remains stuck on the previous step-4 checkpoint.		all-issues-replay-20260513/1007-seed-956520-e2d4a2579265/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1007-seed-956520-e2d4a2579265/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-17-20260504T165737Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-17-20260504T165737Z/.triage-watcher/analysis-tier/signatures/e2d4a2579265/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,title,body-content,nonconvergence,stuck-saving,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	b946488b6e6f	type:rtc_save_checkpoint_title_regresses_after_save_while_blocks_and_crdt_persist	rtc_save_checkpoint_title_regresses_after_save_while_blocks_and_crdt_persist	b946488b6e6f		still_live_exact_replay_candidate	likely_real	normal_deep_triage	3	medium	provisional	4	8d5d41406f41	false	964900	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; less common collaboration topology	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	After a normal collaborative title edit and save checkpoint, the checkpoint paragraph/search block persist and `_crdt_document` is updated, but the post title regresses to the earlier pre-checkpoint title. Trace-backed REST snapshots show the persisted title flapping between old and new values during the failure window.		all-issues-replay-20260513/1008-seed-964900-b946488b6e6f/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1008-seed-964900-b946488b6e6f/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z/.triage-watcher/analysis-tier/signatures/b946488b6e6f/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,persistence,title,crdt-meta,websocket
known-fixes-all-issues-ledger-20260514T202103Z	8d5d41406f41	type:rtc_save_checkpoint_title_regresses_to_initial_title_while_checkpoint_blocks_persist	rtc_save_checkpoint_title_regresses_to_initial_title_while_checkpoint_blocks_persist	8d5d41406f41		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	2	medium	provisional	2	8d5d41406f41	false	965768	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; harness/fault/timing caveat; less common collaboration topology	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 965768 looks like a real RTC save-boundary correctness bug. After only two successful collaborative content edits, the first save checkpoint preserves the new paragraph and search markers and a non-null CRDT document, but the post title regresses to the stale initial title immediately after save. It is closely related to `b946488b6e6f`, but this seed is materially cleaner and should be preferred for deep triage rather than merged away.		all-issues-replay-20260513/262-seed-965768-8d5d41406f41/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/262-seed-965768-8d5d41406f41/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-52-20260513T103758Z/.triage-watcher/analysis-tier/signatures/8d5d41406f41/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,persistence,title,body-content,crdt-meta,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	741e9abd7b6a	type:rtc_save_checkpoint_title_reverts_while_content_persists	rtc_save_checkpoint_title_reverts_while_content_persists	741e9abd7b6a		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	4	medium	provisional	4	741e9abd7b6a	false	956599	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; common/default workflow evidence; narrow content, parser, revision, or backend edge path; score-5 requires common exposure, realistic repro, and no narrow/harness/fault cap	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 956599 appears to hit a real save/checkpoint reconciliation bug: the second checkpoint title is correct before save, but `savePost()` persists newer step-8 block content with the previous step-3 title, and the saver UI later regresses to the older checkpoint state.		all-issues-replay-20260513/1010-seed-956599-741e9abd7b6a/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1010-seed-956599-741e9abd7b6a/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-17-20260504T165737Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-17-20260504T165737Z/.triage-watcher/analysis-tier/signatures/741e9abd7b6a/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,title,body-content,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	fe4d1c946357	type:rtc_save_collapses_document_to_search_only_after_reload_move_checkpoint	rtc_save_collapses_document_to_search_only_after_reload_move_checkpoint	fe4d1c946357		still_live_exact_replay_candidate	real		4	medium	provisional	4	fe4d1c946357	false	958359	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 958359 shows a real RTC save-path corruption: after a collaborator reload and later checkpoint save, the post is persisted as only the current Search block while the latest title survives.		all-issues-replay-20260513/925-seed-958359-fe4d1c946357/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/925-seed-958359-fe4d1c946357/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-20-20260505T065700Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-20-20260505T065700Z/.triage-watcher/signatures/fe4d1c946357/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,title,body-content,block-order-move,rich-text-html,websocket
known-fixes-all-issues-ledger-20260514T202103Z	19ade0baf5f4	type:rtc_save_completion_stuck_after_successful_save	rtc_save_completion_stuck_after_successful_save	19ade0baf5f4		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	2	medium	provisional	2	19ade0baf5f4	false	952910	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 952910 looks like a real RTC save-state race: the checkpoint save appears to complete and persist correctly, but `core/editor.isSavingPost()` does not clear within 15s, causing `saveDraft()` to time out. The failure reproduced in the primary run and isolated recheck, while a deeper recheck passed, so it is flaky but not well explained by infra.		all-issues-replay-20260513/1012-seed-952910-19ade0baf5f4/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1012-seed-952910-19ade0baf5f4/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-14-20260502T225744Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-14-20260502T225744Z/.triage-watcher/analysis-tier/signatures/19ade0baf5f4/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,stuck-saving,websocket
known-fixes-all-issues-ledger-20260514T202103Z	08c123e6966a	type:rtc_save_path_empty_content_clobber_after_title_edit_under_sync_fault	rtc_save_path_empty_content_clobber_after_title_edit_under_sync_fault	08c123e6966a		still_live_exact_replay_candidate	likely_real	prioritize_deep_triage	4	medium	provisional	4	472798b93e3f	false	953317	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; realistic or repeated reproduction evidence; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 953317 intermittently collapses from a valid 17-block post to an empty block tree immediately after step 4 (`edit-title` under injected sync faults), and the primary trace shows this is backed by real persisted damage: the collaborator sends successful REST saves with the new title but `content: ""`, and the other peer fetches the same empty post content.		all-issues-replay-20260513/1013-seed-953317-08c123e6966a/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1013-seed-953317-08c123e6966a/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-14-20260502T225744Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-14-20260502T225744Z/.triage-watcher/analysis-tier/signatures/08c123e6966a/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,title,body-content,nonconvergence,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	f9891fa80f9a	type:rtc_save_persists_correct_post_but_one_peer_diverges_and_stays_saving_after_nested_delete	rtc_save_persists_correct_post_but_one_peer_diverges_and_stays_saving_after_nested_delete	f9891fa80f9a		still_live_exact_replay_candidate	real		3	high	provisional	4	f9891fa80f9a	false	958104	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified real; user-visible correctness impact; reachable through ordinary editor actions; realistic or repeated reproduction evidence; common/default workflow evidence; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	The archived fuzz failure is a real RTC/editor correctness bug: the checkpoint save persisted the correct post to WordPress, but one peer diverged locally and the saving page never cleared isSavingPost().		all-issues-replay-20260513/1014-seed-958104-f9891fa80f9a/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1014-seed-958104-f9891fa80f9a/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-20-20260505T065700Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-20-20260505T065700Z/.triage-watcher/signatures/f9891fa80f9a/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,body-content,nonconvergence,insert-delete,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	15d4ba828960	type:rtc_save_persists_correct_post_but_saver_stays_saving_after_reload_and_checkpoint	rtc_save_persists_correct_post_but_saver_stays_saving_after_reload_and_checkpoint	15d4ba828960		still_live_exact_replay_candidate	real		3	high	provisional	3	15d4ba828960	false	957601	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified real; user-visible correctness impact; reachable through ordinary editor actions; realistic or repeated reproduction evidence; common/default workflow evidence; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	The archived fuzz failure is a likely real RTC/editor save-lifecycle bug: the second checkpoint save persisted the correct post, but the saving collaborator never cleared isSavingPost() and timed out after 15 seconds.		all-issues-replay-20260513/1015-seed-957601-15d4ba828960/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1015-seed-957601-15d4ba828960/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-20-20260505T065700Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-20-20260505T065700Z/.triage-watcher/signatures/15d4ba828960/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,save,reload-rejoin,persistence,body-content,rich-text-html,nested-structure,websocket
